"","column_label","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","source"
"R-HSA-977606","MEbrown","R-HSA-977606","Regulation of Complement cascade","8/461","40/9232",0.000680429514165938,0.0124173567266464,0.0107022659094136,"1378/719/714/713/712/3426/728/3075",8,"Reactome"
"R-HSA-388396...408","MEbrown","R-HSA-388396","GPCR downstream signalling","41/461","488/9232",0.000682544073160629,0.0124173567266464,0.0107022659094136,"53829/63940/10287/113/221472/6195/7409/5330/2359/695/1230/5724/1524/409/5580/23533/719/59345/29/55970/2885/4283/2357/6001/157/140/3627/9826/5566/5058/5660/58191/8477/26090/6387/6364/10846/1956/728/2787/2335",41,"Reactome"
"R-HSA-202433...409","MEbrown","R-HSA-202433","Generation of second messenger molecules","7/461","31/9232",0.000683308055166499,0.0124173567266464,0.0107022659094136,"7454/920/3122/3113/5058/3115/3118",7,"Reactome"
"R-HSA-9705462","MEbrown","R-HSA-9705462","Inactivation of CSF3 (G-CSF) signaling","6/461","23/9232",0.000731843021121172,0.0130739414281647,0.0112681628408131,"7297/6850/1441/3055/4067/6776",6,"Reactome"
"R-HSA-2172127","MEbrown","R-HSA-2172127","DAP12 interactions","8/461","41/9232",0.000809124649849111,0.0142136230156827,0.0122504311021014,"695/6850/2885/7305/23601/54209/342510/567",8,"Reactome"
"R-HSA-2730905","MEbrown","R-HSA-2730905","Role of LAT2/NTAL/LAB on calcium mobilization","5/461","16/9232",0.00083871922357359,0.0143432088745398,0.0123621185046718,"6850/7462/2885/2207/4067",5,"Reactome"
"R-HSA-418594","MEbrown","R-HSA-418594","G alpha (i) signalling events","24/461","239/9232",0.000843718169090576,0.0143432088745398,0.0123621185046718,"53829/63940/10287/113/5330/2359/1230/1524/5580/719/59345/55970/4283/2357/6001/140/3627/5566/5660/58191/6387/6364/728/2787",24,"Reactome"
"R-HSA-114604","MEbrown","R-HSA-114604","GPVI-mediated activation cascade","7/461","33/9232",0.00101811384220444,0.0170332061854521,0.0146805721941927,"5777/7409/6850/23533/2207/391/4067",7,"Reactome"
"R-HSA-4420097","MEbrown","R-HSA-4420097","VEGFA-VEGFR2 Pathway","13/461","98/9232",0.00111770896771929,0.018407269562127,0.0158648493279893,"3071/7409/1536/4688/5580/7867/4689/653361/5566/5058/60/23191/71",13,"Reactome"
"R-HSA-202430...416","MEbrown","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse","5/461","17/9232",0.00113989322003956,0.0184838069834106,0.0159308153667067,"920/3122/3113/3115/3118",5,"Reactome"
"R-HSA-2029485","MEbrown","R-HSA-2029485","Role of phospholipids in phagocytosis","6/461","25/9232",0.00117930671948532,0.018833170944508,0.0162319250225811,"6850/2214/5580/2209/2212/23646",6,"Reactome"
"R-HSA-9013404","MEbrown","R-HSA-9013404","RAC2 GTPase cycle","12/461","87/9232",0.0012161656737195,0.0191319197029903,0.0164894104700695,"3071/7409/1794/1536/4688/29/4689/653361/5058/9815/23191/396",12,"Reactome"
"R-HSA-196025","MEbrown","R-HSA-196025","Formation of annular gap junctions","4/461","11/9232",0.00152925252768508,0.0237034141791188,0.0204294881020469,"60/1213/1211/71",4,"Reactome"
"R-HSA-166016...420","MEbrown","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade","16/461","143/9232",0.00201683756491102,0.030807924542264,0.0265527203435272,"7096/6195/4064/3689/695/3684/10333/7867/4615/6500/9450/6280/929/7097/6279/1845",16,"Reactome"
"R-HSA-190873","MEbrown","R-HSA-190873","Gap junction degradation","4/461","12/9232",0.00220406558038725,0.0327195087567347,0.0282002756986538,"60/1213/1211/71",4,"Reactome"
"R-HSA-389359","MEbrown","R-HSA-389359","CD28 dependent Vav1 pathway","4/461","12/9232",0.00220406558038725,0.0327195087567347,0.0282002756986538,"7409/2885/942/5058",4,"Reactome"
"R-HSA-3928665","MEbrown","R-HSA-3928665","EPH-ephrin mediated repulsion of cells","8/461","48/9232",0.00235304708747878,0.0344459948639255,0.0296882987791548,"4067/60/161/1175/1213/4318/1211/71",8,"Reactome"
"R-HSA-194138...424","MEbrown","R-HSA-194138","Signaling by VEGF","13/461","107/9232",0.00250733756066979,0.0362018327252871,0.0312016195365253,"3071/7409/1536/4688/5580/7867/4689/653361/5566/5058/60/23191/71",13,"Reactome"
"R-HSA-114608...425","MEbrown","R-HSA-114608","Platelet degranulation ","14/461","120/9232",0.00255465765701093,0.0363866104120205,0.0313608756472323,"83706/2162/10487/10184/7114/5660/5341/1675/1072/9948/10447/3920/7040/2335",14,"Reactome"
"R-HSA-166786","MEbrown","R-HSA-166786","Creation of C4 and C2 activators","4/461","13/9232",0.00305921912786796,0.0413386789842671,0.0356289623124163,"714/713/2219/712",4,"Reactome"
"R-HSA-2168880","MEbrown","R-HSA-2168880","Scavenging of heme from plasma","4/461","13/9232",0.00305921912786796,0.0413386789842671,0.0356289623124163,"9332/4035/3040/3039",4,"Reactome"
"R-HSA-391160","MEbrown","R-HSA-391160","Signal regulatory protein family interactions","4/461","13/9232",0.00305921912786796,0.0413386789842671,0.0356289623124163,"5777/2885/7305/8935",4,"Reactome"
"R-HSA-5140745","MEbrown","R-HSA-5140745","WNT5A-dependent internalization of FZD2, FZD5 and ROR2","4/461","13/9232",0.00305921912786796,0.0413386789842671,0.0356289623124163,"161/1175/1213/1211",4,"Reactome"
"R-HSA-164938","MEbrown","R-HSA-164938","Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters","5/461","21/9232",0.00317697470907957,0.0416318472999606,0.0358816380903486,"920/162/161/1175/567",5,"Reactome"
"R-HSA-166663","MEbrown","R-HSA-166663","Initial triggering of complement","5/461","21/9232",0.00317697470907957,0.0416318472999606,0.0358816380903486,"714/713/2219/712/1675",5,"Reactome"
"R-HSA-2424491","MEbrown","R-HSA-2424491","DAP12 signaling","6/461","30/9232",0.00319941141489261,0.0416318472999606,0.0358816380903486,"695/6850/2885/7305/54209/567",6,"Reactome"
"R-HSA-373760","MEbrown","R-HSA-373760","L1CAM interactions","13/461","111/9232",0.0034702542588198,0.0446054632780009,0.0384445369109305,"6195/7430/214/5058/60/57698/4897/161/1175/1956/1213/1211/71",13,"Reactome"
"R-HSA-76005...434","MEbrown","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","14/461","125/9232",0.00372691500638845,0.0473273303220895,0.0407904584719497,"83706/2162/10487/10184/7114/5660/5341/1675/1072/9948/10447/3920/7040/2335",14,"Reactome"
"R-HSA-9659379","MEbrown","R-HSA-9659379","Sensory processing of sound","9/461","63/9232",0.00381859217978522,0.0479142399701621,0.041296303899181,"7430/11344/23136/4354/60/829/80331/3778/71",9,"Reactome"
"R-HSA-912631","MEbrown","R-HSA-912631","Regulation of signaling by CBL","5/461","22/9232",0.00394536457539741,0.0489225207349279,0.0421653204776219,"7409/6850/2885/3055/4067",5,"Reactome"
"hsa04142...437","MEbrown","hsa04142","Lysosome","45/361","129/6653",1.64105461571455e-25,4.90675330098652e-23,3.9730795959405e-23,"10312/4668/1075/7805/79158/1200/2581/4125/2760/5538/1520/3988/4074/23312/23062/1512/162/23659/2720/8943/1777/6556/2517/53/2799/535/57192/54/537/26088/5660/1508/10577/5641/427/3074/4126/4891/2990/1514/1213/950/3920/9516/1211",45,"KEGG"
"hsa05150","MEbrown","hsa05150","Staphylococcus aureus infection","27/361","70/6653",5.61538527662073e-17,6.13060283239198e-15,4.96405087643075e-15,"3689/2359/6404/3684/2215/5724/2214/719/2357/2209/714/3109/713/3108/3111/712/3122/2212/3113/3115/9103/2213/3426/3118/1675/728/3075",27,"KEGG"
"hsa04145...439","MEbrown","hsa04145","Phagosome","38/361","144/6653",6.15110652079463e-17,6.13060283239198e-15,4.96405087643075e-15,"10312/3689/1536/3684/2215/4688/10333/2214/2209/1520/3109/64581/4074/4689/4481/3108/653361/8417/929/3111/523/7097/3122/2212/535/3113/81035/3115/537/9103/2213/60/4360/3118/1514/3920/71/9554",38,"KEGG"
"hsa05152...440","MEbrown","hsa05152","Tuberculosis","37/361","158/6653",1.06257121146321e-14,7.94271980568749e-13,6.43135206938258e-13,"10312/7096/5993/4046/3689/3587/1378/4261/3684/2215/6850/10333/2214/4615/2209/1520/3109/64581/2207/3108/929/3111/972/7097/3122/2212/535/3113/3115/537/9103/2213/4360/3606/3118/3920/7040",37,"KEGG"
"hsa05140","MEbrown","hsa05140","Leishmaniasis","23/361","73/6653",1.83919545923767e-12,1.09983888462412e-10,8.90557801315081e-11,"5777/3689/1536/1378/3684/2215/4688/2214/4615/2209/3109/4689/3108/653361/3111/7097/3122/2212/3113/3115/9103/3118/7040",23,"KEGG"
"hsa04613","MEbrown","hsa04613","Neutrophil extracellular trap formation","26/361","106/6653",3.78300683650085e-11,1.88519840685625e-09,1.52647644279859e-09,"51311/27180/3689/5330/1536/2359/51284/6404/1378/3684/2215/4688/834/6850/2214/2357/2209/64581/4689/653361/10533/7097/2212/60/728/71",26,"KEGG"
"hsa04380...443","MEbrown","hsa04380","Osteoclast differentiation","27/361","124/6653",2.96753121204587e-10,1.26755976057388e-08,1.02636417860233e-08,"10859/7297/695/2215/4688/6850/2214/11025/10288/1436/2885/11006/2209/6688/4689/79168/7305/653361/54209/2212/54/9103/2213/10990/3455/4982/7040",27,"KEGG"
"hsa05323...444","MEbrown","hsa05323","Rheumatoid arthritis","22/361","87/6653",6.76031820987792e-10,2.52666893094187e-08,2.045885774042e-08,"10312/3689/10673/3109/942/3108/3111/523/7097/3122/535/3113/54/3115/537/3606/3118/6387/6364/1514/6348/7040",22,"KEGG"
"hsa05322","MEbrown","hsa05322","Systemic lupus erythematosus","15/361","48/6653",1.65088678298391e-08,5.48461275680211e-07,4.44098198931345e-07,"2215/2214/2209/714/3109/713/942/3108/3111/712/3122/2212/3113/3115/3118",15,"KEGG"
"hsa04062...446","MEbrown","hsa04062","Chemokine signaling pathway","28/361","180/6653",3.33006537444976e-07,9.95689546960478e-06,8.06226353814153e-06,"7454/113/7409/1794/5330/1230/1524/409/5580/23533/59345/55970/2885/4283/3055/157/653361/4067/3627/5566/2268/5058/58191/6387/6364/6362/6348/2787",28,"KEGG"
"hsa04612","MEbrown","hsa04612","Antigen processing and presentation","16/361","68/6653",4.45890017743367e-07,1.21201013913879e-05,9.81384728047603e-06,"5993/4261/920/1520/3109/3108/3111/972/3122/3113/3115/1508/5641/3118/1514/567",16,"KEGG"
"hsa04666","MEbrown","hsa04666","Fc gamma R-mediated phagocytosis","19/361","95/6653",5.66975787251634e-07,1.41271466990199e-05,1.14389851813926e-05,"7454/7409/2215/6850/3636/2214/5580/3055/2209/653361/4067/2212/5058/10092/2213/10093/10109/4082/1072",19,"KEGG"
"hsa04662","MEbrown","hsa04662","B cell receptor signaling pathway","17/361","78/6653",6.28233259638334e-07,1.44493649716817e-05,1.16998906653293e-05,"10859/27071/5777/7409/118788/695/6850/3636/11025/10288/2885/11006/971/79168/4067/2213/10990",17,"KEGG"
"hsa04640...450","MEbrown","hsa04640","Hematopoietic cell lineage","17/361","89/6653",4.37844217802469e-06,9.3511015087813e-05,7.57174211237352e-05,"951/1378/3684/1436/1441/920/945/2209/3109/3108/929/3111/3122/1438/3113/3115/3118",17,"KEGG"
"hsa05310","MEbrown","hsa05310","Asthma","8/361","20/6653",4.92853181024754e-06,9.82420674176011e-05,7.95482327268025e-05,"3109/2207/3108/3111/3122/3113/3115/3118",8,"KEGG"
"hsa04672","MEbrown","hsa04672","Intestinal immune network for IgA production","11/361","42/6653",9.6294557999616e-06,0.000179950455261782,0.000145708870657314,"10673/3109/942/3108/3111/3122/3113/3115/3118/6387/7040",11,"KEGG"
"hsa05135...453","MEbrown","hsa05135","Yersinia infection","19/361","134/6653",9.9944082853876e-05,0.00175784004548876,0.00142335226355365,"7454/58484/6195/7409/834/4615/920/391/8935/2212/10092/9815/60/10093/10109/3606/64283/71/2335",19,"KEGG"
"hsa05416...454","MEbrown","hsa05416","Viral myocarditis","11/361","55/6653",0.000142348329156499,0.00236456391209963,0.00191462664947338,"3689/3109/942/3108/3111/3122/3113/3115/60/3118/71",11,"KEGG"
"hsa04610...455","MEbrown","hsa04610","Complement and coagulation cascades","13/361","75/6653",0.000167638104837832,0.00252195985248757,0.00204207275505066,"3689/1378/3684/11326/719/2162/714/713/712/3426/1675/728/3075",13,"KEGG"
"hsa05134...456","MEbrown","hsa05134","Legionellosis","11/361","56/6653",0.000168692966721576,0.00252195985248757,0.00204207275505066,"58484/4671/3689/1378/3684/834/4615/929/7097/3606/9554",11,"KEGG"
"hsa05320...457","MEbrown","hsa05320","Autoimmune thyroid disease","8/361","32/6653",0.000231586923615464,0.00329735667433446,0.00266992443265948,"3109/942/3108/3111/3122/3113/3115/3118",8,"KEGG"
"hsa05321","MEbrown","hsa05321","Inflammatory bowel disease","11/361","59/6653",0.000273847787226497,0.00372184038094193,0.00301363593598537,"3109/3108/3111/7097/3122/3113/3115/3606/3118/4094/7040",11,"KEGG"
"hsa05330...459","MEbrown","hsa05330","Allograft rejection","8/361","33/6653",0.000291450304633216,0.00378885396023181,0.00306789794350754,"3109/942/3108/3111/3122/3113/3115/3118",8,"KEGG"
"hsa05332...460","MEbrown","hsa05332","Graft-versus-host disease","8/361","37/6653",0.000669830298448774,0.00834496913484098,0.00675706002821132,"3109/942/3108/3111/3122/3113/3115/3118",8,"KEGG"
"hsa04620...461","MEbrown","hsa04620","Toll-like receptor signaling pathway","13/361","88/6653",0.000838392137016996,0.0100271699587233,0.00811916595848038,"7096/51311/51284/10333/4615/4283/3663/942/929/3627/7097/3455/6348",13,"KEGG"
"hsa04940...462","MEbrown","hsa04940","Type I diabetes mellitus","8/361","39/6653",0.000970587682804107,0.0111617583522472,0.00903786101396537,"3109/942/3108/3111/3122/3113/3115/3118",8,"KEGG"
"hsa05144...463","MEbrown","hsa05144","Malaria","9/361","49/6653",0.00109724188017959,0.0121509378582851,0.00983881607958311,"3689/1378/4615/4035/7097/3606/7040/3040/3039",9,"KEGG"
"hsa04216","MEbrown","hsa04216","Ferroptosis","8/361","40/6653",0.00115696059351157,0.0123546863378556,0.0100037946055511,"1536/8031/23516/10533/3162/2512/4891/30061",8,"KEGG"
"hsa00511","MEbrown","hsa00511","Other glycan degradation","5/361","16/6653",0.00121508657029541,0.0125279615351147,0.0101440984089998,"4125/2720/2517/3074/4126",5,"KEGG"
"hsa04514...466","MEbrown","hsa04514","Cell adhesion molecules","17/361","141/6653",0.00153342698442125,0.0152831556113985,0.0123750247865575,"6614/3689/6404/3684/920/3109/9672/942/3108/3111/214/3122/3113/3115/3118/4897/1462",17,"KEGG"
"hsa00531","MEbrown","hsa00531","Glycosaminoglycan degradation","5/361","17/6653",0.0016456332968425,0.0158723985727712,0.012852144593337,"10855/2720/2799/3074/2990",5,"KEGG"
"hsa04658...468","MEbrown","hsa04658","Th1 and Th2 cell differentiation","12/361","84/6653",0.00177251230274091,0.0165619118287354,0.0134104549220529,"7297/920/3109/3108/3111/3122/3113/3115/4853/6776/3118/4094",12,"KEGG"
"hsa04978","MEbrown","hsa04978","Mineral absorption","9/361","54/6653",0.0022355189048858,0.0202551561382077,0.0164009361442978,"113235/6546/1317/3162/2512/4891/4502/30061/4493",9,"KEGG"
"hsa05145...470","MEbrown","hsa05145","Toxoplasmosis","14/361","110/6653",0.00235187418524229,0.0206171113442381,0.0166940172827839,"3587/7297/4261/23533/4615/3109/3108/3111/7097/3122/3113/3115/3118/7040",14,"KEGG"
"hsa05164...471","MEbrown","hsa05164","Influenza A","17/361","147/6653",0.00241337423761984,0.0206171113442381,0.0166940172827839,"7297/51284/4261/834/4615/3109/3108/3111/3627/3122/3113/3115/60/3606/3118/3455/71",17,"KEGG"
"hsa04979","MEbrown","hsa04979","Cholesterol metabolism","8/361","45/6653",0.00255864007104234,0.0212509272567128,0.0172072285479456,"4035/3988/348/341/10577/6646/1593/51129",8,"KEGG"
"hsa00030","MEbrown","hsa00030","Pentose phosphate pathway","6/361","27/6653",0.00274030140533273,0.0221445978430942,0.0179308484559468,"2539/5226/2203/7086/229/9563",6,"KEGG"
"hsa05100","MEbrown","hsa05100","Bacterial invasion of epithelial cells","10/361","67/6653",0.00302906859398035,0.0238339870947401,0.0192987749754981,"3059/391/10092/60/10093/10109/1213/1211/71/2335",10,"KEGG"
"hsa04611...475","MEbrown","hsa04611","Platelet activation","14/361","118/6653",0.004510043676104,0.0345770015167973,0.0279975720783784,"113/5330/695/83706/6850/23533/54518/2207/6916/4067/5566/2212/60/71",14,"KEGG"
"hsa01200...476","MEbrown","hsa01200","Carbon metabolism","13/361","107/6653",0.00498808293059557,0.0372859199062019,0.0301910282641311,"4200/3101/2539/3417/5226/83440/2203/4199/7086/229/847/10993/9563",13,"KEGG"
"hsa05133...477","MEbrown","hsa05133","Pertussis","10/361","72/6653",0.00515058695258899,0.0375615975322953,0.0304142490140043,"3689/3684/834/4615/714/713/929/712/3394/1072",10,"KEGG"
"hsa05130...478","MEbrown","hsa05130","Pathogenic Escherichia coli infection","19/361","188/6653",0.00627897054747168,0.0447002903260484,0.0361945670656263,"4542/3059/3071/27128/5777/4671/834/4615/7430/9826/2212/5058/10092/60/10093/23191/10109/3606/71",19,"KEGG"
"GO:0140375","MEbrown","GO:0140375","immune receptor activity","32/603","148/18410",1.12264872843266e-17,8.38618600139197e-15,6.84224856592116e-15,"10859/1439/23765/3587/2359/1378/1230/3140/1240/1524/2214/11025/10288/719/1441/920/2357/2209/2207/79168/1512/3111/972/3122/1438/3113/2213/10990/3118/3455/3597/728",32,"GO"
"GO:0003779...480","MEbrown","GO:0003779","actin binding","46/603","439/18410",3.40536730006801e-12,1.2719046865754e-09,1.03774087723125e-09,"92241/4542/7454/23307/3059/3936/4650/23406/4046/64098/752/3636/170954/51225/84687/9050/2314/8522/64780/10487/7430/11344/55704/23136/7114/199/28988/114793/10092/10580/10093/23191/10109/57698/4082/829/57175/2633/130271/53827/51361/3778/23603/1956/1072/9948",46,"GO"
"GO:0051015...481","MEbrown","GO:0051015","actin filament binding","29/603","214/18410",9.1553993661828e-11,2.27969444217952e-08,1.85999166070872e-08,"92241/4542/3059/3936/23406/752/51225/84687/9050/2314/8522/64780/7430/11344/199/28988/114793/10092/10093/23191/10109/57698/4082/829/57175/23603/1956/1072/9948",29,"GO"
"GO:0019864","MEbrown","GO:0019864","IgG binding","8/603","11/18410",1.91434480892829e-10,3.57503893067358e-08,2.91685695886705e-08,"2215/2214/2209/2207/2212/9103/2213/2217",8,"GO"
"GO:0035325","MEbrown","GO:0035325","Toll-like receptor binding","8/603","12/18410",5.57813474833695e-10,8.33373331401541e-08,6.79945267218336e-08,"7096/6850/10333/4615/6280/7097/81622/6279",8,"GO"
"GO:0023023...484","MEbrown","GO:0023023","MHC protein complex binding","12/603","36/18410",8.3393818110852e-10,1.03825303548011e-07,8.47105626073391e-08,"10859/10288/920/3109/3108/3111/972/3122/3113/3115/3118/567",12,"GO"
"GO:0023026...485","MEbrown","GO:0023026","MHC class II protein complex binding","10/603","27/18410",6.73122479446093e-09,7.18317845923188e-07,5.86072053532764e-07,"920/3109/3108/3111/972/3122/3113/3115/3118/567",10,"GO"
"GO:0019865","MEbrown","GO:0019865","immunoglobulin binding","9/603","24/18410",3.44271837873055e-08,2.90044240197413e-06,2.36645691642785e-06,"2215/2214/2209/2207/2212/9103/2213/2217/3958",9,"GO"
