"","column_label","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","source"
"GO:0045028","MEmagenta","GO:0045028","G protein-coupled purinergic nucleotide receptor activity","8/1634","14/18368",7.09918552416427e-06,0.000152103826017732,0.000127833038329856,"27334/2857/29909/5031/5032/53829/5724/64805",8,"GO"
"GO:0019199...468","MEmagenta","GO:0019199","transmembrane receptor protein kinase activity","30/1634","143/18368",7.2535944367968e-06,0.000152174366621966,0.000127892322964575,"10188/10461/1436/1445/2041/2185/2242/2268/2322/27/3055/3702/3718/3932/4058/4067/4145/4486/55359/558/5610/6714/6850/695/7016/7046/7294/7297/7535/8798",30,"GO"
"GO:0005543...469","MEmagenta","GO:0005543","phospholipid binding","70/1634","466/18368",9.25717830508737e-06,0.000190244460269857,0.00015988767684834,"10125/10156/11033/112574/11314/116984/116985/124460/146722/148281/163486/221472/2242/23062/2314/23400/23550/23636/23659/26119/26228/26279/27071/284110/285180/29916/29993/301/309/341/348/3709/3710/4689/50807/50853/51411/5321/53373/5360/54209/55353/5538/55686/55704/558/55803/55876/5724/57476/57580/57732/6386/64005/64333/653361/6548/695/7094/79156/7941/79792/79958/84069/85377/8826/8904/94120/9600/9854",70,"GO"
"GO:0016504","MEmagenta","GO:0016504","peptidase activator activity","14/1634","43/18368",1.21380114052505e-05,0.000244459549701746,0.000205451814101504,"10010/1075/1512/22861/22900/23198/29108/351/489/5720/5721/58484/834/91662",14,"GO"
"GO:1990782","MEmagenta","GO:1990782","protein tyrosine kinase binding","24/1634","105/18368",1.29299988097804e-05,0.000255304094146056,0.000214565924521433,"10019/10603/115352/2323/26228/29760/3687/4902/50852/5336/54209/56940/57091/5771/63916/7074/867/868/9046/914/919/920/9600/9732",24,"GO"
"GO:0019956","MEmagenta","GO:0019956","chemokine binding","12/1634","33/18368",1.42056541466607e-05,0.000275097956263218,0.00023120133469464,"10663/1230/1234/1236/1237/1524/2829/2833/3676/729230/7852/9034",12,"GO"
"GO:0045309","MEmagenta","GO:0045309","protein phosphorylated amino acid binding","16/1634","56/18368",1.91416400887302e-05,0.000362451532175758,0.000304616141608017,"2268/26119/26228/27/2885/3055/3932/408/5336/5777/64092/6850/7409/7535/867/868",16,"GO"
"GO:0019903","MEmagenta","GO:0019903","protein phosphatase binding","30/1634","150/18368",1.9436328438422e-05,0.000362451532175758,0.000304616141608017,"10288/10859/11006/115352/116443/1445/22870/23141/26051/2885/343413/3718/3783/387837/3932/5499/5509/6548/6772/6774/7186/7187/84687/8631/8826/91272/9258/945/9495/9641",30,"GO"
"GO:1901981","MEmagenta","GO:1901981","phosphatidylinositol phosphate binding","33/1634","173/18368",2.13919943747647e-05,0.000391667969734329,0.000329170592867193,"11033/112574/116984/116985/124460/163486/221472/2314/23400/26119/27071/284110/285180/29916/4689/50807/50853/5321/53373/55353/55803/55876/57732/6386/64005/64333/6548/695/79156/79792/79958/84069/8826",33,"GO"
"GO:0016004","MEmagenta","GO:0016004","phospholipase activator activity","8/1634","16/18368",2.58538359881483e-05,0.000464907372144024,0.000390723385986302,"2760/3932/6348/6352/6355/6714/695/8439",8,"GO"
"GO:0001664","MEmagenta","GO:0001664","G protein-coupled receptor binding","48/1634","295/18368",3.03541884258051e-05,0.00053625732885589,0.000450688227042425,"10563/10672/116985/1524/2219/2357/2769/2771/2773/285093/2921/3558/3627/3640/388372/408/409/4283/440193/51738/5367/54550/58191/6347/6348/6351/6352/6355/6361/6362/6367/6368/6373/6375/6386/6387/64108/6772/6774/6846/729230/7297/7480/80326/84687/8685/9034/9495",48,"GO"
"GO:0001614","MEmagenta","GO:0001614","purinergic nucleotide receptor activity","9/1634","21/18368",3.73025372985079e-05,0.000636672119654194,0.00053508010683319,"27334/2857/29909/5027/5031/5032/53829/5724/64805",9,"GO"
"GO:0016502","MEmagenta","GO:0016502","nucleotide receptor activity","9/1634","21/18368",3.73025372985079e-05,0.000636672119654194,0.00053508010683319,"27334/2857/29909/5027/5031/5032/53829/5724/64805",9,"GO"
"GO:0015278","MEmagenta","GO:0015278","calcium-release channel activity","8/1634","17/18368",4.50236190121695e-05,0.000755646405754245,0.000635069994487444,"22821/255231/3709/3710/53373/57192/6261/7226",8,"GO"
"GO:0015026...481","MEmagenta","GO:0015026","coreceptor activity","14/1634","48/18368",4.88795160030349e-05,0.000806912665820593,0.000678155838937706,"10663/1234/1237/126259/23547/23643/2838/3676/7852/920/925/926/941/942",14,"GO"
"GO:0023026","MEmagenta","GO:0023026","MHC class II protein complex binding","10/1634","27/18368",6.19298313364555e-05,0.00100586032509372,0.000845357969346523,"3108/3109/3111/3112/3119/3120/3123/567/920/972",10,"GO"
"GO:0035591","MEmagenta","GO:0035591","signaling adaptor activity","19/1634","81/18368",6.89667457641667e-05,0.00110237322197644,0.000926470569663994,"10006/10019/10603/162989/23636/26119/26228/27040/29760/50852/55824/56990/59345/6774/84174/8826/9046/916/917",19,"GO"
"GO:0060229","MEmagenta","GO:0060229","lipase activator activity","8/1634","18/18368",7.47247173626944e-05,0.00114885863065761,0.000965538429988726,"2760/3932/6348/6352/6355/6714/695/8439",8,"GO"
"GO:0050786","MEmagenta","GO:0050786","RAGE receptor binding","6/1634","10/18368",7.52975865177775e-05,0.00114885863065761,0.000965538429988726,"2357/6275/6279/6280/6283/6285",6,"GO"
"GO:0071723","MEmagenta","GO:0071723","lipopeptide binding","6/1634","10/18368",7.52975865177775e-05,0.00114885863065761,0.000965538429988726,"10333/7096/7097/910/911/912",6,"GO"
"GO:0035091...487","MEmagenta","GO:0035091","phosphatidylinositol binding","43/1634","271/18368",0.000137991181942948,0.00207398686890372,0.00174304650875303,"11033/112574/116984/116985/124460/163486/221472/2242/23062/2314/23400/26119/27071/284110/285180/29916/3709/3710/4689/50807/50853/5321/53373/55353/55686/55704/55803/55876/57732/6386/64005/64333/653361/6548/695/7094/79156/79792/79958/84069/8826/9600/9854",43,"GO"
"GO:0097153","MEmagenta","GO:0097153","cysteine-type endopeptidase activity involved in apoptotic process","7/1634","15/18368",0.000147482397854756,0.00218404080352558,0.00183553944079294,"29108/834/837/838/840/841/8837",7,"GO"
"GO:0019864","MEmagenta","GO:0019864","IgG binding","6/1634","11/18368",0.000153151589627358,0.00220319501078213,0.0018516372640661,"2207/2209/2213/2214/2215/9103",6,"GO"
"GO:0042608","MEmagenta","GO:0042608","T cell receptor binding","6/1634","11/18368",0.000153151589627358,0.00220319501078213,0.0018516372640661,"1794/3105/3123/3932/916/917",6,"GO"
"GO:0016505","MEmagenta","GO:0016505","peptidase activator activity involved in apoptotic process","8/1634","20/18368",0.000182938979349489,0.00255860489173522,0.00215033537130101,"1075/1512/22861/22900/29108/489/834/91662",8,"GO"
"GO:0042288","MEmagenta","GO:0042288","MHC class I protein binding","8/1634","20/18368",0.000182938979349489,0.00255860489173522,0.00215033537130101,"10288/10859/29992/51744/6890/6892/925/926",8,"GO"
"GO:0003725","MEmagenta","GO:0003725","double-stranded RNA binding","17/1634","74/18368",0.000214206155496352,0.00295487121349078,0.00248337056984957,"103/22861/23180/23586/4154/4478/4938/4939/4940/51284/51311/54847/55601/5610/64135/79132/8638",17,"GO"
"GO:0051219","MEmagenta","GO:0051219","phosphoprotein binding","19/1634","88/18368",0.00022254587228224,0.00302842828902995,0.0025451903458737,"2268/26119/26228/27/2885/3055/3932/4067/408/5336/5777/64092/6714/6850/7409/7535/8535/867/868",19,"GO"
"GO:0050700","MEmagenta","GO:0050700","CARD domain binding","7/1634","16/18368",0.000242082390417674,0.00320759167303418,0.00269576512321066,"114769/22900/64127/64170/834/837/84433",7,"GO"
"GO:1990404","MEmagenta","GO:1990404","protein ADP-ribosylase activity","7/1634","16/18368",0.000242082390417674,0.00320759167303418,0.00269576512321066,"10039/165631/54625/64761/79668/83666/84875",7,"GO"
"GO:0030159","MEmagenta","GO:0030159","signaling receptor complex adaptor activity","13/1634","50/18368",0.000321976920795106,0.00421078908104769,0.00353888508980541,"10019/10603/162989/23636/26119/26228/27040/29760/50852/59345/9046/916/917",13,"GO"
"GO:0008656","MEmagenta","GO:0008656","cysteine-type endopeptidase activator activity involved in apoptotic process","7/1634","17/18368",0.000380023530401526,0.00490620121941458,0.00412333223269672,"1512/22861/22900/29108/489/834/91662",7,"GO"
"GO:0043027","MEmagenta","GO:0043027","cysteine-type endopeptidase inhibitor activity involved in apoptotic process","8/1634","22/18368",0.000395080883869148,0.00503603101337003,0.00423244544478075,"25816/330/4671/5272/6195/6197/8740/939",8,"GO"
"GO:0030971","MEmagenta","GO:0030971","receptor tyrosine kinase binding","17/1634","78/18368",0.000416421432182131,0.00524170477759258,0.00440530041413728,"10019/10603/2323/26228/29760/3687/4902/50852/5771/63916/7074/867/868/9046/914/9600/9732",17,"GO"
"GO:0001653...501","MEmagenta","GO:0001653","peptide receptor activity","27/1634","153/18368",0.000432435430620832,0.00537607998315034,0.00451823373904027,"10663/10800/11054/1230/1234/1236/1237/1240/128674/1524/2357/2358/2359/2696/2811/2829/2833/4987/53831/57105/64106/6753/7253/729230/7852/79627/9034",27,"GO"
"GO:0019865","MEmagenta","GO:0019865","immunoglobulin binding","8/1634","23/18368",0.000558849789075447,0.0068629480194997,0.00576784634681206,"11027/2204/2207/2209/2213/2214/2215/9103",8,"GO"
"GO:0001786","MEmagenta","GO:0001786","phosphatidylserine binding","14/1634","60/18368",0.00063842483886489,0.0077457085871921,0.00650974724727168,"11314/146722/148281/284110/309/50807/54209/558/55876/57476/7094/79792/84069/8904",14,"GO"
"GO:0005044...504","MEmagenta","GO:0005044","scavenger receptor activity","12/1634","47/18368",0.000648114398305414,0.00776965713206609,0.00652987438894176,"23166/283316/4481/58191/64699/84000/84695/8685/921/922/923/9332",12,"GO"
"GO:0043621","MEmagenta","GO:0043621","protein self-association","14/1634","61/18368",0.000761778586932415,0.00896973781179119,0.00753846150700895,"101/1075/118813/22861/2322/440193/4615/6352/64170/7128/7273/84433/914/91543",14,"GO"
"GO:0043274","MEmagenta","GO:0043274","phospholipase binding","8/1634","24/18368",0.000773401449954825,0.00896973781179119,0.00753846150700895,"1609/29760/3932/6714/6850/695/7454/93978",8,"GO"
"GO:0015085...507","MEmagenta","GO:0015085","calcium ion transmembrane transporter activity","24/1634","135/18368",0.000787204674302624,0.00896973781179119,0.00753846150700895,"116443/117144/123041/22821/255231/26133/309/342372/3709/3710/489/490/51393/53373/57192/6261/6546/7226/776/80024/80228/84876/9033/93589",24,"GO"
"GO:0005068","MEmagenta","GO:0005068","transmembrane receptor protein tyrosine kinase adaptor activity","6/1634","14/18368",0.000787357212415155,0.00896973781179119,0.00753846150700895,"10019/10603/26228/29760/50852/9046",6,"GO"
"GO:0031267...509","MEmagenta","GO:0031267","small GTPase binding","39/1634","259/18368",0.000792757363703491,0.00896973781179119,0.00753846150700895,"10787/10938/114793/139818/163486/201294/221472/22870/23062/23191/23312/397/399/4218/4644/4650/4688/5058/54432/56848/56882/56990/5906/5909/64780/7454/752/79778/79803/79890/84958/85377/8826/8936/89846/9181/94120/9732/9783",39,"GO"
"GO:0016814","MEmagenta","GO:0016814","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines","10/1634","36/18368",0.000888778370963441,0.00994444243955762,0.00835763520765622,"100/103/140564/164668/200316/2643/271/272/27350/60489",10,"GO"
"GO:0001618","MEmagenta","GO:0001618","virus receptor activity","16/1634","76/18368",0.000908230062981336,0.0100504139936506,0.00844669717336025,"1234/1378/23601/2838/30835/3383/3695/4360/5359/558/6404/6504/7852/920/941/942",16,"GO"
"GO:0032395","MEmagenta","GO:0032395","MHC class II receptor activity","5/1634","10/18368",0.000952672533777245,0.0100983288580388,0.00848696639509036,"3111/3112/3119/3120/3123",5,"GO"
"GO:0035612","MEmagenta","GO:0035612","AP-2 adaptor complex binding","5/1634","10/18368",0.000952672533777245,0.0100983288580388,0.00848696639509036,"23149/26119/408/55589/9381",5,"GO"
"GO:0047844","MEmagenta","GO:0047844","deoxycytidine deaminase activity","5/1634","10/18368",0.000952672533777245,0.0100983288580388,0.00848696639509036,"140564/164668/200316/27350/60489",5,"GO"
"GO:0097199","MEmagenta","GO:0097199","cysteine-type endopeptidase activity involved in apoptotic signaling pathway","5/1634","10/18368",0.000952672533777245,0.0100983288580388,0.00848696639509036,"834/837/838/841/8837",5,"GO"
"GO:0005525...516","MEmagenta","GO:0005525","GTP binding","52/1634","377/18368",0.000990955264228992,0.0103947078237354,0.0087360529872819,"10672/10938/10964/10981/115361/115362/115761/116442/116986/121268/163351/168537/170575/23682/25939/26157/2633/2634/2635/2643/2769/2771/2773/309/326624/382/387/389643/391/399/4218/4261/4599/4600/474344/51762/54509/54734/55303/55340/58528/5873/5880/5906/5908/5912/6102/7052/79705/8153/9258/9567",52,"GO"
"GO:0001540","MEmagenta","GO:0001540","amyloid-beta binding","17/1634","84/18368",0.00101857176290225,0.0105742450025006,0.00888694191398161,"10288/10333/154/2213/2358/26119/348/3684/3689/4481/54209/7097/7099/712/8685/9452/972",17,"GO"
"GO:0140272...518","MEmagenta","GO:0140272","exogenous protein binding","16/1634","77/18368",0.00105344377276242,0.0108246722364465,0.00909740916542411,"1234/1378/23601/2838/30835/3383/3695/4360/5359/558/6404/6504/7852/920/941/942",16,"GO"
"GO:0070300","MEmagenta","GO:0070300","phosphatidic acid binding","7/1634","20/18368",0.00119362875808389,0.0120896767293045,0.0101605603829622,"23400/5360/57476/79792/84069/85377/9600",7,"GO"
"GO:0008528...520","MEmagenta","GO:0008528","G protein-coupled peptide receptor activity","25/1634","147/18368",0.00120056372684255,0.0120896767293045,0.0101605603829622,"10663/10800/1230/1234/1236/1237/1240/128674/1524/2357/2358/2359/2696/2811/2829/2833/4987/53831/57105/64106/6753/7253/729230/7852/9034",25,"GO"
"GO:0099604","MEmagenta","GO:0099604","ligand-gated calcium channel activity","8/1634","26/18368",0.00139886309588735,0.0139470805698868,0.0117215834194209,"22821/255231/3709/3710/53373/57192/6261/7226",8,"GO"
"GO:0016810...522","MEmagenta","GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","22/1634","125/18368",0.00145992408227359,0.014413172067152,0.0121133019829511,"100/103/11240/140564/164668/200316/2643/271/27163/272/27350/3065/384/51547/54531/55331/60489/7052/8509/8875/9398/9734",22,"GO"
"GO:0031996","MEmagenta","GO:0031996","thioesterase binding","5/1634","11/18368",0.00161893998723548,0.0158278890014188,0.0133022764408516,"382/7185/7186/7187/7188",5,"GO"
"GO:0005547","MEmagenta","GO:0005547","phosphatidylinositol-3,4,5-trisphosphate binding","10/1634","39/18368",0.00173853229590178,0.0168336732882028,0.0141475705051117,"11033/116984/116985/27071/50807/55803/64005/64333/695/8826",10,"GO"
"GO:0001530","MEmagenta","GO:0001530","lipopolysaccharide binding","9/1634","33/18368",0.00183834938242122,0.0174643191330016,0.0146775859331347,"23643/4814/5027/54209/5724/6037/7097/7099/923",9,"GO"
"GO:0019239","MEmagenta","GO:0019239","deaminase activity","9/1634","33/18368",0.00183834938242122,0.0174643191330016,0.0146775859331347,"100/103/140564/164668/200316/271/272/27350/60489",9,"GO"
"GO:0019001","MEmagenta","GO:0019001","guanyl nucleotide binding","53/1634","398/18368",0.0019625262191435,0.0182150838384682,0.0153085531867752,"10672/10938/10964/10981/115361/115362/115761/116442/116986/121268/163351/168537/170575/23682/25939/26157/2633/2634/2635/2643/2769/2771/2773/309/326624/382/387/389643/391/399/4218/4261/4599/4600/474344/5148/51762/54509/54734/55303/55340/58528/5873/5880/5906/5908/5912/6102/7052/79705/8153/9258/9567",53,"GO"
"GO:0032561","MEmagenta","GO:0032561","guanyl ribonucleotide binding","53/1634","398/18368",0.0019625262191435,0.0182150838384682,0.0153085531867752,"10672/10938/10964/10981/115361/115362/115761/116442/116986/121268/163351/168537/170575/23682/25939/26157/2633/2634/2635/2643/2769/2771/2773/309/326624/382/387/389643/391/399/4218/4261/4599/4600/474344/5148/51762/54509/54734/55303/55340/58528/5873/5880/5906/5908/5912/6102/7052/79705/8153/9258/9567",53,"GO"
"GO:0005178...529","MEmagenta","GO:0005178","integrin binding","24/1634","144/18368",0.00197164263991364,0.0182150838384682,0.0153085531867752,"10457/10666/3383/3385/3386/3553/3675/3676/3684/3687/3689/3695/3936/4067/5771/6387/6714/6850/6868/7094/83706/8751/959/9636",24,"GO"
"GO:0051020...530","MEmagenta","GO:0051020","GTPase binding","41/1634","291/18368",0.00217114057979279,0.0198758051259213,0.0167042777622336,"10787/10938/114793/139818/163486/201294/221472/22870/23062/23191/23312/3936/397/399/4218/4644/4650/4688/5058/54432/56848/56882/56990/58528/5906/5909/64780/7454/752/79778/79803/79890/84958/85377/8826/8936/89846/9181/94120/9732/9783",41,"GO"
"GO:0120020...531","MEmagenta","GO:0120020","cholesterol transfer activity","7/1634","22/18368",0.00224173382481246,0.0203371708251004,0.0170920246102344,"10577/10948/348/5360/57476/57655/80765",7,"GO"
"GO:0003951...532","MEmagenta","GO:0003951","NAD+ kinase activity","6/1634","17/18368",0.00256998162882286,0.0225307201492474,0.0189355553232582,"133686/1606/1609/56848/65220/8525",6,"GO"
"GO:0005149...533","MEmagenta","GO:0005149","interleukin-1 receptor binding","6/1634","17/18368",0.00256998162882286,0.0225307201492474,0.0189355553232582,"3553/3556/3557/4615/51752/7100",6,"GO"
"GO:0004126","MEmagenta","GO:0004126","cytidine deaminase activity","5/1634","12/18368",0.00257302166550492,0.0225307201492474,0.0189355553232582,"140564/164668/200316/27350/60489",5,"GO"
"GO:0097677","MEmagenta","GO:0097677","STAT family protein binding","5/1634","12/18368",0.00257302166550492,0.0225307201492474,0.0189355553232582,"1050/151636/5771/6688/83666",5,"GO"
"GO:0030674...536","MEmagenta","GO:0030674","protein-macromolecule adaptor activity","41/1634","296/18368",0.0029720876092858,0.025413911521869,0.0213586838065988,"10006/10019/10228/10346/10603/161176/162989/23136/23636/25777/25853/26119/26133/26228/27040/2885/29760/408/4744/50852/55803/55824/56990/59345/6386/645432/6548/6774/6843/7186/7428/84174/8673/8676/8773/8826/8905/9046/916/917/92714",41,"GO"
"GO:0003950","MEmagenta","GO:0003950","NAD+ ADP-ribosyltransferase activity","7/1634","23/18368",0.00297799559044742,0.025413911521869,0.0213586838065988,"10039/165631/54625/64761/79668/83666/84875",7,"GO"
"GO:0120015...538","MEmagenta","GO:0120015","sterol transfer activity","7/1634","23/18368",0.00297799559044742,0.025413911521869,0.0213586838065988,"10577/10948/348/5360/57476/57655/80765",7,"GO"
"GO:0046625","MEmagenta","GO:0046625","sphingolipid binding","8/1634","29/18368",0.00302219358850127,0.0255743608707629,0.0214935306957543,"146722/3558/4067/5321/5360/55353/6402/7186",8,"GO"
"GO:0004869...540","MEmagenta","GO:0004869","cysteine-type endopeptidase inhibitor activity","12/1634","56/18368",0.00328232729611121,0.0275441965598666,0.0231490451409948,"114769/1475/25816/330/440068/4671/5272/6195/6197/8530/8740/939",12,"GO"
"GO:0044389...541","MEmagenta","GO:0044389","ubiquitin-like protein ligase binding","43/1634","316/18368",0.00333542865598106,0.0277584847650655,0.0233291399687583,"10010/10188/1152/149628/151636/155061/1616/2185/23586/26191/3310/3313/4067/408/409/51465/5371/550/55353/5567/645432/6714/6772/6773/7133/7185/7186/7187/7188/7321/7805/7852/79899/83666/841/8517/9099/9246/9258/92714/958/9636/9641",43,"GO"
